0.4999769	0.419981	0.3472963	27.66413	3.557244	4.538132	0.1837526	0.02153749	0.9812766	0.3589744	0.05128205	2.538462
0.4613188	0.3066636	0.2505615	3.813467	5.525646	4.410589	0.03494839	0.0199997	0.4317236	0.07575758	0.06060606	1.590909
0.5041482	NaN	0.3142244	8.857634	0	5.852168	0.09941667	0	1.030793	0.1956522	0	2.956522
0.4990406	0.506676	0.3355226	7.058133	3.976556	7.382642	0.07939282	0.01151536	0.7611342	0.1590909	0.02272727	2.068182
0.3674837	0.3656457	0.3321452	18.1648	32.68204	12.69753	0.108254	0.175915	2.933711	0.3134328	0.4776119	8.761194
0.4183239	0.4200085	0.2452144	13.02586	5.541244	12.90913	0.08086764	0.01826124	0.5816594	0.1956522	0.04347826	2.282609
0.3403084	0.166675	0.2659292	22.45574	3.74902	15.032	0.1342045	0.005464756	0.6630761	0.3770492	0.03278689	2.360656
0.400001	0.4549911	0.339343	19.72124	10.00956	17.30808	0.09913093	0.06434665	1.160718	0.2608696	0.1449275	3.217391
0.3454612	NaN	0.3150779	23.24137	0	19.90824	0.1229594	0	1.031053	0.3555556	0	3.111111
0.2577379	0.3940588	0.3528098	5.68098	13.74851	22.06507	0.01885887	0.09105275	1.233926	0.07317073	0.2439024	3.268293
0.4497694	0.453327	0.3412846	25.31368	1.761024	21.63534	0.1608853	0.01007393	1.24811	0.3555556	0.02222222	3.577778
0.346288	0.4563563	0.3200052	29.66377	8.117749	32.78275	0.2216976	0.03602813	1.835465	0.6315789	0.07894737	5.684211
0.4409932	0.437146	0.3099359	42.21182	1.571036	38.93299	0.3196582	0.0218573	1.167783	0.75	0.05	3.575
0.4019447	0.3863602	0.3676022	16.48066	5.026775	39.85968	0.1096213	0.03512366	1.308565	0.2727273	0.09090909	3.575758
0.5232496	0.2038221	0.3113879	43.27765	13.9536	42.6111	0.328747	0.02079818	1.013301	0.6734694	0.1020408	3.122449
